Mouse_ID,session,time_start_stop,csv_timestamp,csv_loom,nidq,lf,ap,sorting_format,sorting_spikes,sorting_quality,boris_labels,probe_tracking,last_channel_manually,preprocessed,video,framechannel,Cm2Pixel_xy,arena_width_arena_height,arena_center_xy,Shelter_xy,bottom_video,bottom_framechannel,bottom_Cm2Pixel_xy,bottom_arena_center_xy,bottom_Shelter_xy,diode_threshold,MINI2P_channel,diodechannel,frame_loss,loom,cricket,pups,mouse_tracking,bottom_mouse_tracking,cricket_tracking,bottom_cricket_tracking,pup_tracking,bottom_pup_tracking,CSV_indeces_to_remove,diode_indeces_to_remove,boris_times_to_add,diode_times_to_add,Sorting,notes
afm16618,240226_1,,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16618\240226\behavior\afm16618_timestamps1.csv,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16618\240226\behavior\afm16618looms_timestamp1.csv,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16618\240226\ephys\raw\trial1_g0\trial1_g0_t0.nidq.bin,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16618\240226\ephys\raw\trial1_g0\trial1_g0_imec0\trial1_g0_t0.imec0.lf.bin,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16618\240226\ephys\raw\trial1_g0\trial1_g0_imec0\trial1_g0_t0.imec0.ap.bin,ironclust,,,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16618\240226\behavior\boris_1.csv,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16618\histology\brainreg\segmentation\sample_space\tracks\track_0.csv,,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16618\240226\postscript\240226_1,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16618\240226\behavior\afm16618_1.avi,2,,90.0 90.0,,,,,,,,10,,1,1,TRUE,TRUE,,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16618\240226\behavior\tracked\afm16618_240226_afm16618_1_sharp.mp4.roundArena_mouse.h5,,,,,,,,,,,
afm16618,240228,,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16618\240228\behavior\afm16618_timestamps0.csv,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16618\240228\behavior\afm16618looms_timestamp0.csv,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16618\240228\ephys\raw\trial0_g0\trial0_g0_t0.nidq.bin,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16618\240228\ephys\raw\trial0_g0\trial0_g0_imec0\trial0_g0_t0.imec0.lf.bin,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16618\240228\ephys\raw\trial0_g0\trial0_g0_imec0\trial0_g0_t0.imec0.ap.bin,ironclust,,,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16618\240228\behavior\boris.csv,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16618\histology\brainreg\segmentation\sample_space\tracks\track_0.csv,,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16618\240228\postscript,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16618\240228\behavior\afm16618_0.avi,2,,90.0 90.0,,,,,,,,5,,1,2,TRUE,TRUE,,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16618\240228\behavior\tracked\afm16618_240228_afm16618_0_sharp.mp4.roundArena_mouse.h5,,,,,,,,,,,
afm16618,240301,,,,,,,ironclust,,,,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16618\histology\brainreg\segmentation\sample_space\tracks\track_0.csv,,,,2,,90.0 90.0,,,,,,,,,,,,,,,,,,,,,,,,,,
afm16618,240307,,,,,,,ironclust,,,,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16618\histology\brainreg\segmentation\sample_space\tracks\track_0.csv,,,,2,,90.0 90.0,,,,,,,,,,,,,,,,,,,,,,,,,,
afm16963,240526,,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16963\240526\trial0\behavior\afm16963_240526_pup_retrieval_timestamps0.csv,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16963\240526\trial0\behavior\afm16963_240526_pup_retrievallooms_timestamp0.csv,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16963\240526\trial0\ephys\raw\afm16963_240526_pup_retrieval_g0\afm16963_240526_pup_retrieval_g0_imec0\afm16963_240526_pup_retrieval_g0_t0.nidq.bin,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16963\240526\trial0\ephys\raw\afm16963_240526_pup_retrieval_g0\afm16963_240526_pup_retrieval_g0_imec0\afm16963_240526_pup_retrieval_g0_t0.imec0.lf.bin,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16963\240526\trial0\ephys\raw\afm16963_240526_pup_retrieval_g0\afm16963_240526_pup_retrieval_g0_imec0\afm16963_240526_pup_retrieval_g0_t0.imec0.ap.bin,ironclust,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16963\afm16963_240526_pup_retrieval_g0_imec0\afm16963_240526_pup_retrieval_g0_tcat.imec0.ap_imec3b2 - Copy.csv,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16963\afm16963_240526_pup_retrieval_g0_imec0\afm16963_240526_pup_retrieval_g0_tcat.imec0.ap_imec3b2 - Copy_quality.csv,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16963\240526\trial0\behavior\afm16963_240526_pup_retrieval_boris.csv,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16963\histology\segmentation\atlas_space\tracks\track_0.csv,,,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16963\240526\trial0\behavior\afm16963_240526_pup_retrieval_0.mp4,4,,90.0 90.0,,,,,,,,7,,,,TRUE,FALSE,TRUE,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16963\240526\trial0\behavior\only_mouse_model21.064_afm16963_240526_pup_retrieval_0_sharp.analysis2.h5,,,,,,,,,,IRC,
afm16963,240526_sw,,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16963\240526\trial0\behavior\afm16963_240526_pup_retrieval_timestamps0.csv,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16963\240526\trial0\behavior\afm16963_240526_pup_retrievallooms_timestamp0.csv,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16963\240526\trial0\ephys\preprocessed\catgt_afm16963_240526_pup_retrieval_g0\afm16963_240526_pup_retrieval_g0_tcat.nidq.bin,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16963\240526\trial0\ephys\preprocessed\SW_large_win\afm16963_240526_pup_retrieval_g0_imec0\afm16963_240526_pup_retrieval_g0_tcat.imec0.lf.bin,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16963\240526\trial0\ephys\preprocessed\SW_large_win\afm16963_240526_pup_retrieval_g0_imec0\afm16963_240526_pup_retrieval_g0_tcat.imec0.ap.bin,ironclust,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16963\240526\trial0\ephys\preprocessed\SW_large_win\afm16963_240526_pup_retrieval_g0_imec0\Hi_amps_monopolar_afm16963_240526_pup_retrieval_g0_tcat.imec0.ap_imec3b2.csv,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16963\240526\trial0\ephys\preprocessed\SW_large_win\afm16963_240526_pup_retrieval_g0_imec0\Hi_amps_monopolar_afm16963_240526_pup_retrieval_g0_tcat.imec0.ap_imec3b2_quality.csv,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16963\240526\trial0\behavior\afm16963_240526_pup_retrieval_boris.csv,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16963\histology\segmentation\atlas_space\tracks\track_0.csv,300,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16963\240526\trial0\postscript\row15,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16963\240526\trial0\behavior\Basler_acA2040_90um_24502213_20240522_144827405_sharp_1920.mp4.mouse.mp4,4,,90.0 90.0,,,,,,,,7,,1,1,TRUE,FALSE,TRUE,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16963\240526\trial0\behavior\only_mouse_model21.064_afm16963_240526_pup_retrieval_0_sharp.analysis2.h5,,,,,,,,,,IRC,
afm16924,240522,"0 ,7271.942530",,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16924\240522\trial0\behavior\afm16924_240522looms_timestamp2.csv,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16924\240522\trial0\ephys\raw\afm16924_240522_g0\afm16924_240522_g0_t0.nidq.bin,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16924\240522\trial0\ephys\raw\afm16924_240522_g0\afm16924_240522_g0_imec0\afm16924_240522_g0_t0.imec0.lf.bin,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16924\concat\supercat_afm16924_240522_g0\afm16924_240522_g0_imec0\afm16924_240522_g0_tcat.imec0.ap.bin,ironclust,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16924\concat\supercat_afm16924_240522_g0\afm16924_240522_g0_imec0\KS2_whiten_afm16924_supercat.imec0.ap_imec3b2_2sec_chunks.csv,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16924\concat\supercat_afm16924_240522_g0\afm16924_240522_g0_imec0\KS2_whiten_afm16924_supercat.imec0.ap_imec3b2_2sec_chunks_quality.csv,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16924\240522\trial0\behavior\afm16924_240522_boris.csv,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16924\histology\segmentation\sample_space\tracks\track_0_152.csv,300,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16924\240522\trial0\postscript,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16924\240522\trial0\behavior\Basler acA2040-90um_24502213_20240522_144827405_sharp.mp4,3,0.0519256954224752 0.05201725729431316,90.0 90.0,977.6478426786484 950.3256293469562,"[(791.7181325783222, 401.99055210192637), (734.9938142426295, 231.81759709484822), (753.901920354527, 45.88788699452198), (791.7181325783222, 11.223025789376152), (1226.6045731519666, 4.920323752076911), (1220.3018711146674, 219.21219302024974), (1179.3343078722226, 398.83920108327675)]",,,,,,6.4,,1,442,TRUE,TRUE,TRUE,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16924\240522\trial0\behavior\Basler_acA2040_90um_24502213_20240522_144827405_sharp.mp4.mouse_generalized.h5,,,,,,,,,,IRC,"missing nidq meta file, reconstructed from ap and other seessions. Also video starts 19.3 seconds after SGLX stars. ends after the SpikeGLX recording"
afm16924,240523_0,"7271.942531,12574.965015",\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16924\240523\trial0\behavior\afm16924_240523_timestamps1.csv,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16924\240523\trial0\behavior\afm16924_240523looms_timestamp1.csv,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16924\240523\trial0\ephys\raw\afm16924_240523_g0\afm16924_240523_g0_t0.nidq.bin,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16924\240523\trial0\ephys\raw\afm16924_240523_g0\afm16924_240523_g0_imec0\afm16924_240523_g0_t0.imec0.lf.bin,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16924\concat\supercat_afm16924_240522_g0\afm16924_240522_g0_imec0\afm16924_240522_g0_tcat.imec0.ap.bin,ironclust,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16924\concat\supercat_afm16924_240522_g0\afm16924_240522_g0_imec0\KS2_whiten_afm16924_supercat.imec0.ap_imec3b2_2sec_chunks.csv,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16924\concat\supercat_afm16924_240522_g0\afm16924_240522_g0_imec0\KS2_whiten_afm16924_supercat.imec0.ap_imec3b2_2sec_chunks_quality.csv,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16924\240523\trial0\behavior\afm16924_240523_boris.csv,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16924\histology\segmentation\sample_space\tracks\track_0_152.csv,300,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16924\240523\trial0\postscript,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16924\240523\trial0\behavior\afm16924_240523_1.mp4,3,0.0519256954224752 0.05201725729431316,90.0 90.0,977.6478426786484 950.3256293469562,"[(791.7181325783222, 401.99055210192637), (734.9938142426295, 231.81759709484822), (753.901920354527, 45.88788699452198), (791.7181325783222, 11.223025789376152), (1226.6045731519666, 4.920323752076911), (1220.3018711146674, 219.21219302024974), (1179.3343078722226, 398.83920108327675)]",,,,,,6.4,,1,1,TRUE,TRUE,TRUE,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16924\240523\trial0\behavior\afm16924_240523_1_sharp.mp4.mouse_generalized.h5,,,,,,,,,5268.91,IRC,
afm16924,240523_1,,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16924\240523\trial1\behavior\afm16924_240523_male_cage_timestamps0.csv,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16924\240523\trial1\behavior\afm16924_240523_male_cagelooms_timestamp0.csv,,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16924\240523\trial1\ephys\raw\afm16924_240523_male_cage_g0\afm16924_240523_male_cage_g0_imec0\afm16924_240523_male_cage_g0_t0.imec0.lf.bin,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16924\concat\supercat_afm16924_240522_g0\afm16924_240522_g0_imec0\afm16924_240522_g0_tcat.imec0.ap.bin,ironclust,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16924\concat\supercat_afm16924_240522_g0\afm16924_240522_g0_imec0\KS2_whiten_afm16924_supercat.imec0.ap_imec3b2_2sec_chunks.csv,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16924\concat\supercat_afm16924_240522_g0\afm16924_240522_g0_imec0\KS2_whiten_afm16924_supercat.imec0.ap_imec3b2_2sec_chunks_quality.csv,,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16924\histology\segmentation\sample_space\tracks\track_0_152.csv,300,,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16924\240523\trial1\behavior\afm16924_240523_male_cage_0.mp4,3,0.0519256954224752 0.05201725729431316,90.0 90.0,977.6478426786484 950.3256293469562,"[(791.7181325783222, 401.99055210192637), (734.9938142426295, 231.81759709484822), (753.901920354527, 45.88788699452198), (791.7181325783222, 11.223025789376152), (1226.6045731519666, 4.920323752076911), (1220.3018711146674, 219.21219302024974), (1179.3343078722226, 398.83920108327675)]",,,,,,6.4,,1,1,FALSE,TRUE,FALSE,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16924\240523\trial1\behavior\afm16924_240523_male_cage_0_sharp.mp4.mouse_generalized.h5,,,,,,,,,,IRC,no looms
afm16924,240524,"12574.965015, 17457.913625",\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16924\240524\trial0\behavior\afm16924_240524_pup_retrieval_timestamps0.csv,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16924\240524\trial0\behavior\afm16924_240524_pup_retrievallooms_timestamp0.csv,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16924\240524\trial0\ephys\raw\afm16924_240524_pup_retrieval_g0\afm16924_240524_pup_retrieval_g0_t0.nidq.bin,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16924\240524\trial0\ephys\raw\afm16924_240524_pup_retrieval_g0\afm16924_240524_pup_retrieval_g0_imec0\afm16924_240524_pup_retrieval_g0_t0.imec0.lf.bin,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16924\concat\supercat_afm16924_240522_g0\afm16924_240522_g0_imec0\afm16924_240522_g0_tcat.imec0.ap.bin,ironclust,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16924\concat\supercat_afm16924_240522_g0\afm16924_240522_g0_imec0\KS2_whiten_afm16924_supercat.imec0.ap_imec3b2_2sec_chunks.csv,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16924\concat\supercat_afm16924_240522_g0\afm16924_240522_g0_imec0\KS2_whiten_afm16924_supercat.imec0.ap_imec3b2_2sec_chunks_quality.csv,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16924\240524\trial0\behavior\afm16924_240524_boris.csv,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16924\histology\segmentation\sample_space\tracks\track_0_152.csv,300,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16924\240524\trial0\postscript,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16924\240524\trial0\behavior\afm16924_240524_pup_retrieval_0_sharp.mp4,3,0.0519256954224752 0.05201725729431316,90.0 90.0,977.6478426786484 950.3256293469562,"[(791.7181325783222, 401.99055210192637), (734.9938142426295, 231.81759709484822), (753.901920354527, 45.88788699452198), (791.7181325783222, 11.223025789376152), (1226.6045731519666, 4.920323752076911), (1220.3018711146674, 219.21219302024974), (1179.3343078722226, 398.83920108327675)]",,,,,,6.4,,1,1,TRUE,TRUE,TRUE,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16924\240524\trial0\behavior\afm16924_240524_pup_retrieval_0_sharp.mp4.mouse_generalized.h5,,,,,,,57,,,IRC,"hand in arena causes diode threshold to mimic looms at index 0,40 of diode_s_index, also 2 csv looms that are not in the diode at index 51,52 at second 4760"
afm16924,240525,"17457.913625, 24474.142680",\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16924\240525\trial0\behavior\afm16924_240525_pup_retrieval_timestamps0.csv,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16924\240525\trial0\behavior\afm16924_240525_pup_retrievallooms_timestamp0.csv,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16924\240525\trial0\ephys\raw\afm16924_240525_pup_retrieval_g0\afm16924_240525_pup_retrieval_g0_t0.nidq.bin,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16924\240525\trial0\ephys\raw\afm16924_240525_pup_retrieval_g0\afm16924_240525_pup_retrieval_g0_imec0\afm16924_240525_pup_retrieval_g0_t0.imec0.lf.bin,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16924\concat\supercat_afm16924_240522_g0\afm16924_240522_g0_imec0\afm16924_240522_g0_tcat.imec0.ap.bin,ironclust,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16924\concat\supercat_afm16924_240522_g0\afm16924_240522_g0_imec0\KS2_whiten_afm16924_supercat.imec0.ap_imec3b2_2sec_chunks.csv,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16924\concat\supercat_afm16924_240522_g0\afm16924_240522_g0_imec0\KS2_whiten_afm16924_supercat.imec0.ap_imec3b2_2sec_chunks_quality.csv,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16924\240525\trial0\behavior\afm16924_240525_boris.csv,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16924\histology\segmentation\sample_space\tracks\track_0_152.csv,300,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16924\240525\trial0\postscript,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16924\240525\trial0\behavior\afm16924_240525_pup_retrieval_0.mp4,3,0.0519256954224752 0.05201725729431316,90.0 90.0,977.6478426786484 950.3256293469562,"[(791.7181325783222, 401.99055210192637), (734.9938142426295, 231.81759709484822), (753.901920354527, 45.88788699452198), (791.7181325783222, 11.223025789376152), (1226.6045731519666, 4.920323752076911), (1220.3018711146674, 219.21219302024974), (1179.3343078722226, 398.83920108327675)]",,,,,,6.4,,1,2,FALSE,TRUE,TRUE,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16924\240525\trial0\behavior\afm16924_240525_pup_retrieval_0_sharp.mp4.mouse_generalized.h5,,,,,,,,,,IRC,no looms
afm16924,240526,"24474.142680,30523.518489",\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16924\240526\trial0\behavior\afm16924_240526_pup_retrieval_timestamps0.csv,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16924\240526\trial0\behavior\afm16924_240526_pup_retrievallooms_timestamp0.csv,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16924\240526\trial0\ephys\raw\afm16924_240526_pup_retrieval_g0\afm16924_240526_pup_retrieval_g0_t0.nidq.bin,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16924\240526\trial0\ephys\raw\afm16924_240526_pup_retrieval_g0\afm16924_240526_pup_retrieval_g0_imec0\afm16924_240526_pup_retrieval_g0_t0.imec0.lf.bin,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16924\concat\supercat_afm16924_240522_g0\afm16924_240522_g0_imec0\afm16924_240522_g0_tcat.imec0.ap.bin,ironclust,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16924\concat\supercat_afm16924_240522_g0\afm16924_240522_g0_imec0\KS2_whiten_afm16924_supercat.imec0.ap_imec3b2_2sec_chunks.csv,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16924\concat\supercat_afm16924_240522_g0\afm16924_240522_g0_imec0\KS2_whiten_afm16924_supercat.imec0.ap_imec3b2_2sec_chunks_quality.csv,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16924\240526\trial0\behavior\afm16924_240526_boris.csv,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16924\histology\segmentation\sample_space\tracks\track_0_152.csv,300,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16924\240526\trial0\postscript,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16924\240526\trial0\behavior\afm16924_240526_pup_retrieval_0_sharp.mp4,3,0.0519256954224752 0.05201725729431316,90.0 90.0,977.6478426786484 950.3256293469562,"[(791.7181325783222, 401.99055210192637), (734.9938142426295, 231.81759709484822), (753.901920354527, 45.88788699452198), (791.7181325783222, 11.223025789376152), (1226.6045731519666, 4.920323752076911), (1220.3018711146674, 219.21219302024974), (1179.3343078722226, 398.83920108327675)]",,,,,,6.4,,1,2,TRUE,FALSE,TRUE,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16924\240526\trial0\behavior\afm16924_240526_pup_retrieval_0_sharp.mp4.mouse_generalized.h5,,,,,,2,,,,IRC,3rd diode signal not in csv looms file
afm16924,240527,"30523.518489, 36282.173699",\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16924\240527\trial0\behavior\afm16924_240527_pup_retrieval_hunting_timestamps0.csv,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16924\240527\trial0\behavior\afm16924_240527_pup_retrieval_huntinglooms_timestamp0.csv,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16924\240527\trial0\ephys\raw\afm16924_240527_pup_retrieval_hunting_g0\afm16924_240527_pup_retrieval_hunting_g0_t0.nidq.bin,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16924\240527\trial0\ephys\raw\afm16924_240527_pup_retrieval_hunting_g0\afm16924_240527_pup_retrieval_hunting_g0_imec0\afm16924_240527_pup_retrieval_hunting_g0_t0.imec0.lf.bin,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16924\concat\supercat_afm16924_240522_g0\afm16924_240522_g0_imec0\afm16924_240522_g0_tcat.imec0.ap.bin,ironclust,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16924\concat\supercat_afm16924_240522_g0\afm16924_240522_g0_imec0\KS2_whiten_afm16924_supercat.imec0.ap_imec3b2_2sec_chunks.csv,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16924\concat\supercat_afm16924_240522_g0\afm16924_240522_g0_imec0\KS2_whiten_afm16924_supercat.imec0.ap_imec3b2_2sec_chunks_quality.csv,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16924\240527\trial0\behavior\afm16924_240527_boris.csv,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16924\histology\segmentation\sample_space\tracks\track_0_152.csv,300,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16924\240527\trial0\postscript,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16924\240527\trial0\behavior\afm16924_240527_pup_retrieval_hunting_0.mp4,3,0.0519256954224752 0.05201725729431316,90.0 90.0,977.6478426786484 950.3256293469562,"[(791.7181325783222, 401.99055210192637), (734.9938142426295, 231.81759709484822), (753.901920354527, 45.88788699452198), (791.7181325783222, 11.223025789376152), (1226.6045731519666, 4.920323752076911), (1220.3018711146674, 219.21219302024974), (1179.3343078722226, 398.83920108327675)]",,,,,,7,,1,1,TRUE,TRUE,TRUE,\\gpfs.corp.brain.mpg.de\stem\data\project_hierarchy\data\afm16924\240527\trial0\behavior\afm16924_240527_pup_retrieval_hunting_0_sharp.mp4.mouse_generalized.h5,,,,,,0,,,,IRC,first diode signal isn't in csv looms file
